district_name,state,district_id,rate_all,rate_ind,rate_asian,rate_pacis,rate_black,rate_latino,rate_white,m_rate_all,m_rate_ind,m_rate_asian,m_rate_pacis,m_rate_black,m_rate_latino,m_rate_white,f_rate_all,f_rate_ind,f_rate_asian,f_rate_pacis,f_rate_black,f_rate_latino,f_rate_white,cnt_all,cnt_ind,cnt_asian,cnt_pacis,cnt_black,cnt_latino,cnt_white,m_cnt_all,m_cnt_ind,m_cnt_asian,m_cnt_pacis,m_cnt_black,m_cnt_latino,m_cnt_white,f_cnt_all,f_cnt_ind,f_cnt_asian,f_cnt_pacis,f_cnt_black,f_cnt_latino,f_cnt_white
COLLEGE ELEMENTARY,CA,0609330,0.00%,,,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLTON JOINT UNIFIED,CA,0609390,2.44%,0.00%,0.00%,0.00%,5.00%,2.22%,3.83%,4.29%,0.00%,0.00%,0.00%,9.46%,3.90%,6.60%,0.40%,0.00%,0.00%,0.00%,1.16%,0.39%,0.97%,315,0,0,0,40,235,40,285,0,0,0,35,215,35,25,0,0,0,5,20,5
COLUMBIA ELEMENTARY,CA,0609450,0.95%,50.00%,0.00%,,,0.00%,0.00%,1.79%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
COLUSA UNIFIED,CA,0609570,1.16%,0.00%,0.00%,,0.00%,0.00%,0.00%,2.13%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,,,0.00%,0.00%,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Community Roots Academy,CA,9999063,0.00%,,0.00%,,,0.00%,0.00%,0.00%,,0.00%,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMPTON UNIFIED SCHOOL DISTRICT,CA,0609620,2.96%,0.00%,0.00%,0.00%,6.91%,2.44%,0.00%,4.90%,0.00%,0.00%,0.00%,10.23%,4.21%,0.00%,0.90%,0.00%,0.00%,0.00%,2.63%,0.61%,0.00%,375,0,0,0,170,205,0,320,0,0,0,135,180,0,55,0,0,0,30,25,0
CONEJO VALLEY UNIFIED,CA,0609640,1.57%,0.00%,0.00%,0.00%,0.00%,1.95%,1.56%,2.37%,0.00%,0.00%,0.00%,0.00%,2.73%,2.55%,0.71%,0.00%,0.00%,0.00%,0.00%,1.05%,0.74%,115,0,0,0,0,40,65,90,0,0,0,0,30,55,25,0,0,0,0,10,15
CORCORAN JOINT UNIFIED,CA,0609690,5.06%,,0.00%,,11.11%,4.90%,10.53%,7.55%,,0.00%,,20.00%,6.29%,20.00%,3.18%,,,,0.00%,2.80%,0.00%,80,0,0,0,5,70,10,60,0,0,0,5,45,10,25,0,0,0,0,20,0
CORNING UNION ELEMENTARY,CA,0609780,6.08%,0.00%,0.00%,0.00%,0.00%,3.75%,10.64%,10.53%,0.00%,0.00%,,,6.25%,16.00%,1.55%,0.00%,0.00%,0.00%,0.00%,0.00%,2.27%,80,0,0,0,0,30,50,70,0,0,0,0,25,40,10,0,0,0,0,0,5
CORONADO UNIFIED,CA,0609870,0.40%,,0.00%,0.00%,0.00%,0.00%,0.58%,0.79%,,0.00%,0.00%,0.00%,0.00%,1.10%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
CORONA-NORCO UNIFIED,CA,0609850,0.94%,0.00%,0.69%,0.54%,1.92%,1.06%,0.62%,1.57%,0.00%,1.36%,1.00%,3.23%,1.71%,1.20%,0.26%,0.00%,0.00%,0.00%,0.63%,0.36%,0.13%,255,0,15,5,30,150,50,220,0,15,5,25,125,50,35,0,0,0,5,25,5
COTATI-ROHNERT PARK UNIFIED,CA,0609940,2.79%,0.00%,0.00%,0.00%,10.00%,2.36%,3.32%,5.26%,0.00%,0.00%,0.00%,25.00%,4.88%,6.47%,0.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,85,0,0,0,5,30,45,80,0,0,0,5,30,45,5,0,0,0,0,0,0
COTTONWOOD UNION ELEMENTARY,CA,0609990,2.31%,0.00%,0.00%,,0.00%,0.00%,3.09%,4.55%,0.00%,0.00%,,,0.00%,4.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,15,0,0,0,0,0,15,15,0,0,0,0,0,10,0,0,0,0,0,0,0
COVINA-VALLEY UNIFIED,CA,0610050,1.38%,0.00%,0.00%,0.00%,3.23%,1.27%,1.96%,2.28%,0.00%,0.00%,0.00%,6.25%,2.20%,3.77%,0.41%,0.00%,0.00%,0.00%,0.00%,0.27%,0.00%,70,0,0,0,5,50,10,60,0,0,0,5,45,10,10,0,0,0,0,5,0
COX ACADEMY,CA,06CC283,7.27%,,0.00%,20.00%,23.81%,3.85%,0.00%,12.07%,,0.00%,50.00%,40.00%,4.76%,0.00%,1.92%,,,0.00%,9.09%,0.00%,,40,0,0,5,25,15,0,35,0,0,5,20,10,0,5,0,0,0,5,0,0
CROWN PREPARATORY ACADEMY,CA,06CC224,2.63%,,,,0.00%,4.17%,,5.56%,,,,0.00%,9.09%,,0.00%,,,,0.00%,0.00%,,5,0,0,0,0,5,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0
CUCAMONGA ELEMENTARY,CA,0616300,2.59%,0.00%,0.00%,0.00%,8.89%,1.75%,2.44%,3.93%,0.00%,0.00%,0.00%,13.64%,3.39%,4.76%,1.18%,0.00%,0.00%,0.00%,4.55%,0.00%,0.00%,45,0,0,0,20,20,5,35,0,0,0,15,20,5,10,0,0,0,5,0,0
CULVER CITY UNIFIED,CA,0610260,0.80%,0.00%,0.00%,0.00%,1.20%,0.91%,0.66%,1.61%,0.00%,0.00%,0.00%,2.56%,1.82%,1.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,30,0,0,0,5,10,10,30,0,0,0,5,10,10,0,0,0,0,0,0,0
CUPERTINO UNION,CA,0610290,0.95%,0.00%,0.72%,0.00%,4.55%,2.29%,1.47%,1.68%,0.00%,1.30%,0.00%,8.33%,4.35%,2.34%,0.17%,0.00%,0.11%,0.00%,0.00%,0.00%,0.00%,115,0,65,0,5,15,30,105,0,60,0,5,15,25,10,0,5,0,0,0,0
CUTLER-OROSI JOINT UNIFIED,CA,0610350,0.85%,,0.00%,,,0.91%,0.00%,1.30%,,0.00%,,,0.93%,0.00%,0.42%,,0.00%,,,0.45%,0.00%,20,0,0,0,0,20,0,15,0,0,0,0,10,0,5,0,0,0,0,5,0
CUTTEN ELEMENTARY,CA,0610380,1.79%,0.00%,0.00%,0.00%,0.00%,0.00%,1.41%,1.79%,0.00%,0.00%,0.00%,,0.00%,2.86%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,10,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
CYPRESS ELEMENTARY,CA,0610440,0.51%,0.00%,0.00%,0.00%,0.00%,0.93%,0.48%,0.74%,0.00%,0.00%,0.00%,0.00%,1.82%,0.93%,0.26%,,0.00%,0.00%,0.00%,0.00%,0.00%,20,0,0,0,0,10,5,15,0,0,0,0,10,5,5,0,0,0,0,0,0
DAVIS JOINT UNIFIED,CA,0610620,1.76%,20.00%,0.68%,0.00%,3.85%,3.60%,1.72%,3.00%,0.00%,1.43%,0.00%,7.14%,5.41%,2.54%,0.72%,0.00%,0.00%,0.00%,0.00%,1.54%,0.87%,75,5,5,0,5,25,40,65,0,5,0,5,20,30,15,0,0,0,0,5,10
DEATH VALLEY UNIFIED,CA,0610680,0.00%,,,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0.00%,,,,,,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEL MAR UNION ELEMENTARY,CA,0610740,0.56%,0.00%,0.39%,0.00%,0.00%,0.00%,0.75%,0.85%,0.00%,0.72%,,0.00%,0.00%,1.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25,0,5,0,0,0,20,20,0,5,0,0,0,15,0,0,0,0,0,0,0
DEL NORTE COUNTY OFFICE OF EDUCATION,CA,0691063,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEL NORTE COUNTY UNIFIED,CA,0610770,12.45%,21.43%,0.00%,0.00%,0.00%,6.67%,13.67%,19.08%,28.57%,0.00%,,0.00%,13.64%,19.18%,5.56%,9.52%,0.00%,,0.00%,0.00%,6.06%,160,45,0,0,0,15,95,125,30,0,0,0,15,70,35,10,0,0,0,0,20
DELANO UNION ELEMENTARY,CA,0610890,2.66%,2.70%,,1.90%,0.00%,,8.33%,4.64%,4.44%,,3.39%,0.00%,,16.67%,0.68%,0.52%,,0.00%,0.00%,,0.00%,125,110,0,10,0,0,5,115,95,0,10,0,0,5,15,10,0,0,0,0,0
DELTA ELEMENTARY CHARTER,CA,06CC245,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,0.00%,,,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DENAIR UNIFIED,CA,0611040,0.00%,,0.00%,,,0.00%,0.00%,0.00%,,0.00%,,,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DESERT SANDS UNIFIED,CA,0611110,2.76%,0.00%,1.39%,0.00%,6.00%,3.15%,1.43%,4.72%,0.00%,0.00%,0.00%,7.14%,5.32%,2.84%,0.71%,0.00%,0.00%,0.00%,4.55%,0.76%,0.00%,360,0,5,0,15,300,40,315,0,0,0,10,260,40,45,0,0,0,5,35,0
DINUBA UNIFIED,CA,0600065,1.46%,0.00%,0.00%,,0.00%,1.58%,1.08%,2.10%,0.00%,0.00%,,0.00%,2.16%,2.08%,0.77%,,0.00%,,0.00%,0.95%,0.00%,40,0,0,0,0,35,5,30,0,0,0,0,25,5,10,0,0,0,0,10,0
DIXIE ELEMENTARY,CA,0611220,1.33%,0.00%,0.00%,0.00%,0.00%,3.33%,1.27%,2.50%,0.00%,0.00%,,0.00%,5.56%,2.47%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,15,0,0,0,0,5,10,15,0,0,0,0,5,10,0,0,0,0,0,0,0
DIXON UNIFIED,CA,0611280,3.36%,0.00%,0.00%,0.00%,0.00%,2.87%,5.08%,5.76%,0.00%,0.00%,0.00%,0.00%,4.50%,7.81%,1.20%,0.00%,0.00%,,0.00%,1.02%,1.85%,60,0,0,0,0,30,30,55,0,0,0,0,25,25,10,0,0,0,0,5,5
DOS PALOS ORO LOMA JOINT UNIFIED,CA,0600033,11.82%,0.00%,0.00%,,30.00%,11.80%,10.00%,18.75%,0.00%,,,40.00%,18.99%,16.67%,4.63%,0.00%,0.00%,,25.00%,3.66%,6.25%,130,0,0,0,15,95,20,105,0,0,0,10,75,20,25,0,0,0,5,15,5
DOWNEY UNIFIED,CA,0611460,1.58%,0.00%,1.79%,0.00%,3.57%,1.50%,1.71%,2.50%,0.00%,3.57%,0.00%,3.85%,2.38%,1.69%,0.59%,0.00%,0.00%,0.00%,0.00%,0.55%,0.00%,140,0,5,0,10,115,10,115,0,5,0,5,95,5,25,0,0,0,0,20,0
DRY CREEK JOINT ELEMENTARY,CA,0611490,1.01%,0.00%,0.98%,0.00%,3.13%,0.65%,1.13%,1.71%,0.00%,1.72%,0.00%,6.25%,1.35%,2.13%,0.24%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,45,0,5,0,5,5,30,40,0,5,0,5,5,30,5,0,0,0,0,0,0
DUARTE UNIFIED,CA,0611520,0.89%,0.00%,3.33%,,0.00%,0.58%,2.63%,1.70%,0.00%,6.67%,,0.00%,1.11%,4.76%,0.47%,,0.00%,,0.00%,0.00%,0.00%,20,0,5,0,0,10,5,20,0,5,0,0,10,5,5,0,0,0,0,0,0
DUBLIN UNIFIED,CA,0600019,0.83%,0.00%,0.33%,0.00%,2.22%,1.11%,1.15%,1.33%,0.00%,0.63%,0.00%,0.00%,2.08%,2.24%,0.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.79%,30,0,5,0,5,5,15,25,0,5,0,0,5,15,5,0,0,0,0,0,5
DUNHAM ELEMENTARY,CA,0611610,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,,,,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUNSMUIR ELEMENTARY,CA,0611670,0.00%,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DURHAM UNIFIED,CA,0611730,4.82%,,,,,5.56%,4.84%,6.82%,,,,,0.00%,6.25%,2.56%,,,,,0.00%,3.33%,20,0,0,0,0,5,15,15,0,0,0,0,0,10,5,0,0,0,0,0,5
EARLIMART ELEMENTARY,CA,0611760,3.10%,,0.00%,0.00%,,3.20%,0.00%,5.30%,,0.00%,,,5.47%,0.00%,0.79%,,0.00%,0.00%,,0.82%,,40,0,0,0,0,40,0,35,0,0,0,0,35,0,5,0,0,0,0,5,0
EAST WHITTIER CITY ELEMENTARY,CA,0611850,2.95%,2.86%,0.00%,4.76%,3.45%,3.58%,1.16%,4.38%,6.25%,0.00%,0.00%,0.00%,5.21%,2.29%,1.41%,0.00%,0.00%,0.00%,0.00%,1.81%,0.78%,195,5,0,5,5,165,15,150,5,0,0,0,125,15,45,0,0,0,0,40,5
EASTSIDE UNION ELEMENTARY,CA,0611910,7.97%,0.00%,0.00%,0.00%,16.26%,4.35%,9.84%,12.06%,0.00%,0.00%,,25.86%,7.01%,12.12%,3.67%,0.00%,0.00%,,9.23%,1.41%,6.90%,200,0,0,0,100,65,30,155,0,0,0,75,55,20,45,0,0,0,30,10,10
EDISON ELEMENTARY,CA,0611940,2.33%,,,,25.00%,1.87%,5.56%,4.62%,,,,0.00%,3.70%,0.00%,1.56%,,,,0.00%,0.00%,0.00%,15,0,0,0,5,10,5,15,0,0,0,0,10,0,5,0,0,0,0,0,0
EDISON-BETHUNE CHARTER ACADEMY,CA,06CC275,5.10%,,0.00%,,10.71%,1.64%,0.00%,6.25%,,0.00%,,14.29%,3.33%,0.00%,3.92%,,0.00%,,14.29%,0.00%,0.00%,25,0,0,0,15,5,0,15,0,0,0,10,5,0,10,0,0,0,10,0,0
EJE ELEMENTARY ACADEMY CHARTER,CA,06CC025,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EJE MIDDLE ACADEMY,CA,06CC026,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL CENTRO ELEMENTARY,CA,0612030,0.79%,0.00%,0.00%,0.00%,0.00%,0.73%,0.00%,1.34%,0.00%,0.00%,0.00%,0.00%,1.20%,0.00%,0.23%,0.00%,0.00%,0.00%,0.00%,0.25%,0.00%,35,0,0,0,0,30,0,30,0,0,0,0,25,0,5,0,0,0,0,5,0
EL DORADO COUNTY OFFICE OF EDUCATION,CA,0691006,0.00%,,,,,,0.00%,0.00%,,,,,,0.00%,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EL MONTE CITY ELEMENTARY,CA,0612090,1.69%,,0.60%,,0.00%,1.87%,0.00%,2.88%,,1.25%,,0.00%,3.09%,0.00%,0.49%,,0.00%,,,0.63%,0.00%,70,0,5,0,0,60,0,60,0,5,0,0,50,0,10,0,0,0,0,10,0
EL RANCHO UNIFIED,CA,0612180,3.50%,0.00%,0.00%,,0.00%,3.45%,0.00%,5.75%,,0.00%,,0.00%,5.67%,0.00%,1.23%,0.00%,0.00%,,0.00%,1.00%,0.00%,150,0,0,0,0,145,0,130,0,0,0,0,125,0,25,0,0,0,0,20,0
EL SEGUNDO UNIFIED,CA,0612210,0.40%,0.00%,0.00%,0.00%,12.50%,0.00%,0.00%,0.76%,0.00%,0.00%,0.00%,25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
EL TEJON UNIFIED,CA,0600026,1.11%,0.00%,0.00%,0.00%,0.00%,0.00%,1.89%,2.27%,,0.00%,,0.00%,0.00%,3.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
ELK GROVE UNIFIED,CA,0612330,2.76%,2.86%,0.87%,4.46%,8.15%,2.58%,1.71%,4.36%,5.88%,1.31%,4.92%,12.50%,4.28%,2.90%,1.01%,5.56%,0.37%,1.96%,3.60%,0.79%,0.42%,910,5,75,25,380,235,125,750,5,60,15,305,200,110,160,5,15,5,80,35,15
ELVERTA JOINT ELEMENTARY,CA,0612600,0.00%,,0.00%,0.00%,,0.00%,0.00%,0.00%,,0.00%,0.00%,,0.00%,0.00%,0.00%,,0.00%,0.00%,,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMERY UNIFIED,CA,0612630,2.22%,,0.00%,,2.08%,4.76%,0.00%,2.50%,,0.00%,,5.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,10,0,0,0,5,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
EMPIRE UNION ELEMENTARY,CA,0612690,4.88%,0.00%,0.00%,0.00%,4.76%,5.42%,5.83%,7.53%,0.00%,0.00%,0.00%,0.00%,8.74%,9.80%,2.19%,0.00%,0.00%,0.00%,10.00%,2.00%,1.92%,90,0,0,0,5,55,30,70,0,0,0,0,45,25,20,0,0,0,5,10,5
ENCINITAS UNION ELEMENTARY,CA,0612750,0.65%,0.00%,1.03%,0.00%,0.00%,0.91%,0.61%,1.11%,0.00%,0.00%,0.00%,0.00%,1.74%,0.98%,0.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,45,0,5,0,0,10,30,40,0,0,0,0,10,25,10,0,0,0,0,0,5
ENTERPRISE ELEMENTARY,CA,0612810,4.06%,7.69%,0.00%,0.00%,16.67%,3.77%,4.61%,6.34%,12.50%,0.00%,,33.33%,6.90%,6.33%,2.33%,0.00%,0.00%,,0.00%,0.00%,2.74%,55,5,0,0,5,10,35,45,5,0,0,5,10,25,15,0,0,0,0,0,10
EQUITAS ACADEMY CHARTER,CA,06CC192,6.12%,,0.00%,,0.00%,6.67%,,13.64%,,,,0.00%,10.00%,,0.00%,,0.00%,,0.00%,0.00%,,15,0,0,0,0,15,0,15,0,0,0,0,10,0,0,0,0,0,0,0,0
ESCALON UNIFIED,CA,0612840,2.51%,0.00%,0.00%,,0.00%,1.80%,2.63%,4.03%,0.00%,0.00%,,0.00%,3.45%,5.17%,0.00%,,0.00%,,,0.00%,0.00%,30,0,0,0,0,10,15,25,0,0,0,0,10,15,0,0,0,0,0,0,0
ESCONDIDO UNION,CA,0612880,0.29%,0.00%,0.00%,0.00%,0.00%,0.23%,0.45%,0.48%,0.00%,0.00%,0.00%,0.00%,0.45%,0.83%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,35,0,0,0,0,20,10,30,0,0,0,0,20,10,0,0,0,0,0,0,0
ETIWANDA ELEMENTARY,CA,0612960,1.16%,0.00%,0.43%,0.00%,1.71%,1.45%,1.37%,1.67%,0.00%,0.00%,0.00%,3.23%,2.01%,1.77%,0.63%,0.00%,0.00%,0.00%,1.22%,0.88%,0.94%,95,0,5,0,15,50,30,70,0,0,0,15,35,20,25,0,0,0,5,15,10
EUREKA CITY UNIFIED,CA,0600052,6.72%,9.52%,2.63%,0.00%,18.18%,5.56%,6.42%,10.22%,9.09%,5.00%,0.00%,28.57%,8.11%,10.31%,2.33%,0.00%,0.00%,0.00%,0.00%,2.86%,3.33%,120,10,5,0,10,20,60,95,5,5,0,10,15,50,20,0,0,0,0,5,15
EUREKA UNION,CA,0613080,0.61%,0.00%,0.00%,,0.00%,0.00%,0.56%,1.19%,0.00%,0.00%,,0.00%,0.00%,1.08%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,15,0,0,0,0,0,10,15,0,0,0,0,0,10,0,0,0,0,0,0,0
EVERGREEN ELEMENTARY,CA,0613140,0.96%,0.00%,0.33%,0.00%,4.26%,1.88%,0.59%,1.43%,0.00%,0.65%,0.00%,4.35%,2.98%,1.15%,0.49%,0.00%,0.16%,0.00%,4.17%,0.70%,0.00%,100,0,20,0,10,55,5,75,0,20,0,5,45,5,25,0,5,0,5,10,0
EVERGREEN UNION,CA,0613170,3.09%,33.33%,0.00%,,0.00%,0.00%,2.53%,5.77%,100.00%,,,,0.00%,4.76%,0.00%,0.00%,,,,0.00%,0.00%,15,5,0,0,0,0,10,15,5,0,0,0,0,10,0,0,0,0,0,0,0
EXETER UNION ELEMENTARY,CA,0613200,4.67%,0.00%,0.00%,,0.00%,4.79%,4.81%,7.63%,0.00%,0.00%,,0.00%,6.85%,7.41%,1.59%,0.00%,0.00%,,0.00%,2.74%,0.00%,60,0,0,0,0,35,25,50,0,0,0,0,25,20,10,0,0,0,0,10,0
EXTERA PUBLIC,CA,06CC232,0.00%,,,,,0.00%,,0.00%,,,,,0.00%,,0.00%,,,,,0.00%,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAIRFAX ELEMENTARY,CA,0613290,6.60%,0.00%,0.00%,0.00%,16.67%,4.30%,12.07%,11.82%,0.00%,0.00%,0.00%,20.00%,7.52%,21.43%,1.81%,0.00%,0.00%,0.00%,16.67%,1.37%,3.33%,140,0,0,0,10,60,70,120,0,0,0,5,50,60,20,0,0,0,5,10,10
FAIRFIELD-SUISUN UNIFIED,CA,0613360,5.74%,11.76%,1.42%,4.00%,13.02%,3.98%,5.29%,9.44%,11.11%,2.05%,8.33%,21.11%,6.72%,8.81%,1.85%,0.00%,0.75%,0.00%,4.97%,0.82%,1.44%,575,10,20,5,235,150,115,485,5,15,5,190,130,100,90,0,5,0,45,15,15
FALL RIVER JOINT UNIFIED,CA,0613470,4.69%,9.09%,0.00%,,0.00%,3.45%,3.66%,7.58%,25.00%,0.00%,,,6.25%,6.98%,0.00%,0.00%,0.00%,,,0.00%,0.00%,30,5,0,0,0,5,15,25,5,0,0,0,5,15,0,0,0,0,0,0,0
FALLBROOK UNION ELEMENTARY,CA,0613500,3.28%,0.00%,0.00%,0.00%,10.00%,2.94%,3.50%,5.41%,0.00%,0.00%,0.00%,20.00%,5.37%,6.67%,1.06%,0.00%,0.00%,,0.00%,0.99%,1.47%,95,0,0,0,5,60,25,80,0,0,0,5,55,25,15,0,0,0,0,10,5
FARMERSVILLE UNIFIED,CA,0600035,2.02%,0.00%,0.00%,,,1.75%,0.00%,3.03%,,0.00%,,,3.28%,0.00%,0.87%,0.00%,,,,0.93%,0.00%,25,0,0,0,0,20,0,20,0,0,0,0,20,0,5,0,0,0,0,5,0
FENTON AVENUE CHARTER,CA,06CC063,1.19%,0.00%,0.00%,,0.00%,0.71%,0.00%,2.30%,0.00%,0.00%,,0.00%,1.37%,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,10,0,0,0,0,5,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0
FENTON PRIMARY CENTER,CA,06CC161,0.00%,,0.00%,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,0.00%,,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FILLMORE UNIFIED,CA,0613800,4.56%,0.00%,0.00%,,0.00%,4.73%,3.23%,8.25%,0.00%,0.00%,,,8.57%,5.88%,1.12%,0.00%,,,0.00%,0.61%,0.00%,85,0,0,0,0,80,5,80,0,0,0,0,75,5,10,0,0,0,0,5,0
FIREBAUGH-LAS DELTAS JOINT UNIFIED,CA,0613840,2.91%,,,,0.00%,2.58%,10.00%,5.56%,,,,,4.85%,20.00%,0.00%,,,,,0.00%,0.00%,30,0,0,0,0,25,5,30,0,0,0,0,25,5,0,0,0,0,0,0,0
FOLSOM-CORDOVA UNIFIED,CA,0613890,2.19%,0.00%,0.45%,6.67%,7.20%,2.60%,1.83%,3.59%,0.00%,0.86%,16.67%,10.77%,4.71%,3.07%,0.75%,0.00%,0.00%,0.00%,5.00%,0.57%,0.58%,205,0,5,5,45,45,95,170,0,5,5,35,40,80,35,0,0,0,15,5,15
FONTANA UNIFIED,CA,0613920,1.75%,0.00%,1.01%,0.00%,5.70%,1.49%,2.51%,2.85%,0.00%,1.92%,0.00%,8.47%,2.47%,4.12%,0.58%,0.00%,0.00%,0.00%,2.73%,0.45%,0.98%,370,0,5,0,65,275,25,310,0,5,0,50,235,20,60,0,0,0,15,40,5
FORESTHILL UNION ELEMENTARY,CA,0613980,2.27%,0.00%,,,,0.00%,0.00%,4.00%,0.00%,,,,0.00%,0.00%,0.00%,0.00%,,,,0.00%,0.00%,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
FORESTVILLE UNION ELEMENTARY,CA,0614010,7.69%,,,,,0.00%,10.00%,12.50%,,,,,0.00%,20.00%,0.00%,,,,,0.00%,0.00%,5,0,0,0,0,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
FORT BRAGG UNIFIED,CA,0614070,3.61%,0.00%,0.00%,,0.00%,2.82%,4.82%,5.62%,0.00%,0.00%,,,5.26%,6.67%,1.30%,0.00%,0.00%,,0.00%,0.00%,2.63%,30,0,0,0,0,10,20,25,0,0,0,0,10,15,5,0,0,0,0,0,5
FORT SAGE UNIFIED,CA,0600011,35.29%,0.00%,,,0.00%,0.00%,46.15%,55.56%,,,,0.00%,,57.14%,22.22%,,,,0.00%,,14.29%,30,0,0,0,0,0,30,25,0,0,0,0,0,20,10,0,0,0,0,0,5
FORTUNA UNION ELEMENTARY,CA,0614160,3.41%,0.00%,0.00%,,,2.38%,5.13%,6.67%,0.00%,,,,4.17%,11.11%,0.00%,0.00%,0.00%,,,0.00%,0.00%,15,0,0,0,0,5,10,15,0,0,0,0,5,10,0,0,0,0,0,0,0
FOUNTAIN VALLEY ELEMENTARY,CA,0614220,0.53%,0.00%,0.00%,0.00%,0.00%,0.79%,0.92%,0.77%,0.00%,0.00%,0.00%,0.00%,1.54%,1.15%,0.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.65%,20,0,0,0,0,5,15,15,0,0,0,0,5,10,5,0,0,0,0,0,5
FOWLER UNIFIED,CA,0614250,1.81%,,0.00%,,0.00%,2.25%,0.00%,3.54%,,0.00%,,,3.37%,0.00%,0.93%,,0.00%,,0.00%,1.14%,0.00%,20,0,0,0,0,20,0,20,0,0,0,0,15,0,5,0,0,0,0,5,0
